x-axis,2
second,Volt
-100.0000E-06,-2.0100502E-03
-99.9000E-06,-2.0100502E-03
-99.8000E-06,-1.7229002E-03
-99.7000E-06,-2.0100502E-03
-99.6000E-06,-1.4357502E-03
-99.5000E-06,+0.0E+00
-99.4000E-06,+0.0E+00
-99.3000E-06,+0.0E+00
-99.2000E-06,+1.1486001E-03
-99.1000E-06,+287.1500E-06
-99.0000E-06,+4.0201005E-03
-98.9000E-06,+2.0100502E-03
-98.8000E-06,+2.0100502E-03
-98.7000E-06,+3.1586504E-03
-98.6000E-06,+4.0201005E-03
-98.5000E-06,+4.0201005E-03
-98.4000E-06,+5.7430007E-03
-98.3000E-06,+4.0201005E-03
-98.2000E-06,+6.0301507E-03
-98.1000E-06,+6.0301507E-03
-98.0000E-06,+6.0301507E-03
-97.9000E-06,+6.0301507E-03
-97.8000E-06,+8.0402009E-03
-97.7000E-06,+8.3273510E-03
-97.6000E-06,+7.4659009E-03
-97.5000E-06,+8.0402009E-03
-97.4000E-06,+9.7631011E-03
-97.3000E-06,+10.3374012E-03
-97.2000E-06,+10.0502511E-03
-97.1000E-06,+8.9016510E-03
-97.0000E-06,+12.0603014E-03
-96.9000E-06,+12.0603014E-03
-96.8000E-06,+10.6245512E-03
-96.7000E-06,+12.0603014E-03
-96.6000E-06,+12.0603014E-03
-96.5000E-06,+14.0703516E-03
-96.4000E-06,+13.2089015E-03
-96.3000E-06,+12.3474514E-03
-96.2000E-06,+14.0703516E-03
-96.1000E-06,+14.0703516E-03
-96.0000E-06,+14.0703516E-03
-95.9000E-06,+15.2189517E-03
-95.8000E-06,+16.0804018E-03
-95.7000E-06,+16.0804018E-03
-95.6000E-06,+16.0804018E-03
-95.5000E-06,+16.0804018E-03
-95.4000E-06,+18.0904521E-03
-95.3000E-06,+17.8033020E-03
-95.2000E-06,+16.9418519E-03
-95.1000E-06,+16.0804018E-03
-95.0000E-06,+18.0904521E-03
-94.9000E-06,+18.3776021E-03
-94.8000E-06,+20.1005023E-03
-94.7000E-06,+20.1005023E-03
-94.6000E-06,+20.1005023E-03
-94.5000E-06,+20.9619524E-03
-94.4000E-06,+20.1005023E-03
-94.3000E-06,+21.2491024E-03
-94.2000E-06,+22.1105525E-03
-94.1000E-06,+22.1105525E-03
-94.0000E-06,+22.1105525E-03
-93.9000E-06,+22.3977026E-03
-93.8000E-06,+23.2591527E-03
-93.7000E-06,+24.1206028E-03
-93.6000E-06,+24.1206028E-03
-93.5000E-06,+24.1206028E-03
-93.4000E-06,+26.1306530E-03
-93.3000E-06,+24.6949028E-03
-93.2000E-06,+27.8535532E-03
-93.1000E-06,+26.1306530E-03
-93.0000E-06,+26.1306530E-03
-92.9000E-06,+26.1306530E-03
-92.8000E-06,+26.1306530E-03
-92.7000E-06,+26.7049531E-03
-92.6000E-06,+28.1407032E-03
-92.5000E-06,+28.1407032E-03
-92.4000E-06,+29.2893033E-03
-92.3000E-06,+28.1407032E-03
-92.2000E-06,+29.2893033E-03
-92.1000E-06,+29.8636034E-03
-92.0000E-06,+30.1507534E-03
-91.9000E-06,+30.1507534E-03
-91.8000E-06,+33.8837039E-03
-91.7000E-06,+32.1608037E-03
-91.6000E-06,+28.1407032E-03
-91.5000E-06,+32.1608037E-03
-91.4000E-06,+32.1608037E-03
-91.3000E-06,+32.7351037E-03
-91.2000E-06,+35.6066041E-03
-91.1000E-06,+34.1708539E-03
-91.0000E-06,+34.1708539E-03
-90.9000E-06,+34.1708539E-03
-90.8000E-06,+34.1708539E-03
-90.7000E-06,+36.1809041E-03
-90.6000E-06,+34.7451540E-03
-90.5000E-06,+36.1809041E-03
-90.4000E-06,+36.1809041E-03
-90.3000E-06,+36.1809041E-03
-90.2000E-06,+36.1809041E-03
-90.1000E-06,+37.0423542E-03
-90.0000E-06,+38.1909544E-03
-89.9000E-06,+37.3295043E-03
-89.8000E-06,+38.1909544E-03
-89.7000E-06,+38.1909544E-03
-89.6000E-06,+39.9138546E-03
-89.5000E-06,+40.2010046E-03
-89.4000E-06,+40.2010046E-03
-89.3000E-06,+42.2110548E-03
-89.2000E-06,+40.2010046E-03
-89.1000E-06,+40.2010046E-03
-89.0000E-06,+42.2110548E-03
-88.9000E-06,+40.2010046E-03
-88.8000E-06,+40.2010046E-03
-88.7000E-06,+42.2110548E-03
-88.6000E-06,+42.2110548E-03
-88.5000E-06,+40.7753047E-03
-88.4000E-06,+44.2211051E-03
-88.3000E-06,+41.9239048E-03
-88.2000E-06,+45.0825552E-03
-88.1000E-06,+42.2110548E-03
-88.0000E-06,+44.2211051E-03
-87.9000E-06,+44.2211051E-03
-87.8000E-06,+44.7954051E-03
-87.7000E-06,+44.2211051E-03
-87.6000E-06,+44.5082551E-03
-87.5000E-06,+43.3596550E-03
-87.4000E-06,+46.2311553E-03
-87.3000E-06,+47.0926054E-03
-87.2000E-06,+48.2412055E-03
