x-axis,1,2
second,Volt,Volt
-50.00000E-06,-3.77889443189E+00,-80.40200919E-03
-49.95000E-06,-3.85929644108E+00,-120.60301378E-03
-49.90000E-06,-3.85929644108E+00,-160.80401838E-03
-49.85000E-06,-3.77889443189E+00,-201.00502297E-03
-49.80000E-06,-3.77889443189E+00,-241.20602757E-03
-49.75000E-06,-3.85929644108E+00,-281.40703216E-03
-49.70000E-06,-3.93969845027E+00,-321.60803676E-03
-49.65000E-06,-3.93969845027E+00,-361.80904135E-03
-49.60000E-06,-3.85929644108E+00,-402.01004595E-03
-49.55000E-06,-3.85929644108E+00,-442.21105054E-03
-49.50000E-06,-3.85929644108E+00,-482.41205513E-03
-49.45000E-06,-3.85929644108E+00,-522.61305973E-03
-49.40000E-06,-3.85929644108E+00,-522.61305973E-03
-49.35000E-06,-3.85929644108E+00,-562.81406432E-03
-49.30000E-06,-3.85929644108E+00,-603.01506892E-03
-49.25000E-06,-3.85929644108E+00,-683.41707811E-03
-49.20000E-06,-3.85929644108E+00,-683.41707811E-03
-49.15000E-06,-3.77889443189E+00,-723.61808270E-03
-49.10000E-06,-3.77889443189E+00,-804.02009189E-03
-49.05000E-06,-3.85929644108E+00,-844.22109649E-03
-49.00000E-06,-3.85929644108E+00,-884.42210108E-03
-48.95000E-06,-3.93969845027E+00,-924.62310567E-03
-48.90000E-06,-3.85929644108E+00,-924.62310567E-03
-48.85000E-06,-3.85929644108E+00,-964.82411027E-03
-48.80000E-06,-3.93969845027E+00,-1.00502511486E+00
-48.75000E-06,-3.93969845027E+00,-1.08542712405E+00
-48.70000E-06,-3.85929644108E+00,-1.08542712405E+00
-48.65000E-06,-3.85929644108E+00,-1.08542712405E+00
-48.60000E-06,-3.93969845027E+00,-1.16582913324E+00
-48.55000E-06,-3.77889443189E+00,-1.20603013784E+00
-48.50000E-06,-3.85929644108E+00,-1.20603013784E+00
-48.45000E-06,-3.93969845027E+00,-1.24623114243E+00
-48.40000E-06,-3.85929644108E+00,-1.28643214703E+00
-48.35000E-06,-3.93969845027E+00,-1.36683415622E+00
-48.30000E-06,-3.93969845027E+00,-1.40703516081E+00
-48.25000E-06,-3.77889443189E+00,-1.40703516081E+00
-48.20000E-06,-3.85929644108E+00,-1.44723616540E+00
-48.15000E-06,-3.85929644108E+00,-1.44723616541E+00
-48.10000E-06,-3.85929644108E+00,-1.52763817459E+00
-48.05000E-06,-3.93969845027E+00,-1.48743717000E+00
-48.00000E-06,-3.93969845027E+00,-1.56783917919E+00
